"player_name","league","stat","stat_short","line","odds_tier","status","start_time","home_team","away_team","duration","player_team","player_position","description","adjusted_odds","flash_line","is_promo","is_live","is_live_scored","in_game","refundable","rank","projection_type","board_time","updated_at","hot","tv_channel","custom_image","event_type","end_time","today","player_team_name","player_market","player_image","player_jersey","player_combo","player_id","projection_id","league_id","game_start","game_end","game_status","game_is_live","home_team_name","home_team_market","home_team_color","away_team_name","away_team_market","away_team_color","projection_type_name","stat_rank"
"Cade Cunningham","NBA","Points","Points","27.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G","CLE",,"20.5","true","false","true","false","true","1","Single Stat","2026-05-05T13:00:00.000-04:00","2026-05-05T13:00:18.907-04:00","true",,"","team","2026-05-05T19:10:00.000-04:00","true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp","2","false","59107","11890816","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","0"
"LeBron James","NBA","Points","Points","20.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC","true","14.5","true","false","true","false","true","2","Single Stat","2026-05-05T14:00:00.000-04:00","2026-05-05T14:00:31.086-04:00","true",,"","team","2026-05-05T20:40:00.000-04:00","true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11891783","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","0"
"Cade Cunningham + Donovan Mitchell","NBA","Points (Combo)","Points","53.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET/CLE","G","CLE/DET","false",,"false","false","true","false","true","5","Single Stat","2026-05-02T19:10:00.000-04:00","2026-05-05T13:08:20.852-04:00","true",,,"combo",,"true","Pistons/Cavaliers",,"https://static.prizepicks.com/images/players/CMBO_group_P2BfS0hCfWpj5rNOvFHkfUMH.webp","2 + 45","true","316537","11861758","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","19"
"Cade Cunningham","NBA","Fantasy Score","Fantasy Score","51.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G","CLE","false",,"false","false","true","false","true","6","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T08:32:10.700-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp","2","false","59107","11872847","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Fantasy Score","6"
"Cade Cunningham","NBA","Pts+Rebs+Asts","PRA","42.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G","CLE",,,"false","false","true","false","true","18","Single Stat","2026-05-04T19:15:00.000-04:00","2026-05-05T13:08:17.150-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp","2","false","59107","11861986","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1"
"Donovan Mitchell","NBA","Fantasy Score","Fantasy Score","39.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET","false",,"false","false","true","false","true","29","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T08:32:10.700-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Donovan_Mitchell_NBA_player_0rXe2XnXarwUqJPvhfPBDUy2.webp","45","false","188006","11872848","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Fantasy Score","6"
"James Harden","NBA","Fantasy Score","Fantasy Score","38","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET","false",,"false","false","true","false","true","31","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T11:59:25.596-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/manual/James Harden CLE.png","1","false","299373","11872851","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Fantasy Score","6"
"Cade Cunningham","NBA","Pts+Asts","Pts+Asts","37.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G","CLE",,,"false","false","true","false","true","34","Single Stat","2026-05-04T19:15:00.000-04:00","2026-05-05T13:06:07.458-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp","2","false","59107","11862257","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","10"
"Evan Mobley","NBA","Fantasy Score","Fantasy Score","36.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","C","DET","false",,"false","false","true","false","true","35","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T11:57:52.448-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Evan_Mobley_NBA_player_V3d2qMMdbw05huQpocNNRwVe.webp","4","false","53979","11872849","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Fantasy Score","6"
"Tobias Harris + James Harden","NBA","Points (Combo)","Points","36","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET/CLE","F","CLE/DET","false",,"false","false","true","false","true","36","Single Stat","2026-05-02T19:10:00.000-04:00","2026-05-04T21:14:29.095-04:00","true",,,"combo",,"true","Pistons/Cavaliers",,"https://static.prizepicks.com/images/players/CMBO_group_1MAcCCpO7rkZfhe6LrsIH6nG.webp","12 + 1","true","316538","11861762","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","19"
"Jalen Duren + James Harden","NBA","Points (Combo)","Points","35.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET/CLE","C","CLE/DET","false",,"false","false","true","false","true","37","Single Stat","2026-05-02T19:10:00.000-04:00","2026-05-05T08:32:36.580-04:00","true",,,"combo",,"true","Pistons/Cavaliers",,"https://static.prizepicks.com/images/manual/Jalen Duren + James Harden.png","0 + 1","true","316534","11861753","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","19"
"Donovan Mitchell","NBA","Pts+Rebs+Asts","PRA","33.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","54","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T09:38:40.177-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Donovan_Mitchell_NBA_player_0rXe2XnXarwUqJPvhfPBDUy2.webp","45","false","188006","11862268","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1"
"Jalen Duren","NBA","Fantasy Score","Fantasy Score","33","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","C","CLE","false",,"false","false","true","false","true","60","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T13:10:51.376-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Jalen_Duren_NBA_player_BGtA2SxfIEpqaOA2zn9FJZhp.webp","0","false","87848","11872854","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Fantasy Score","6"
"Tobias Harris + Evan Mobley","NBA","Points (Combo)","Points","32.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET/CLE","F","CLE/DET","false",,"false","false","true","false","true","61","Single Stat","2026-05-02T19:10:00.000-04:00","2026-05-05T08:19:49.052-04:00","true",,,"combo",,"true","Pistons/Cavaliers",,"https://static.prizepicks.com/images/players/CMBO_group_7ApAYremHmRF0VfwG8Pka0j.webp","12 + 4","true","316536","11861755","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","19"
"Cade Cunningham","NBA","Pts+Rebs","Pts+Rebs","32.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G","CLE",,,"false","false","true","false","true","62","Single Stat","2026-05-04T19:15:00.000-04:00","2026-05-05T14:34:45.831-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp","2","false","59107","11861983","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","18"
"Jalen Duren + Evan Mobley","NBA","Points (Combo)","Points","31.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET/CLE","C","CLE/DET","false",,"false","false","true","false","true","66","Single Stat","2026-05-02T19:10:00.000-04:00","2026-05-04T20:49:43.714-04:00","true",,,"combo",,"true","Pistons/Cavaliers",,"https://static.prizepicks.com/images/players/CMBO_group_w6HvIEywbZHHcSmoxEsFgau4.webp","0 + 4","true","316535","11861754","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","19"
"James Harden","NBA","Pts+Rebs+Asts","PRA","31.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","67","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T11:59:07.882-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/manual/James Harden CLE.png","1","false","299373","11862100","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1"
"Tobias Harris","NBA","Fantasy Score","Fantasy Score","31.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","F","CLE","false",,"false","false","true","false","true","69","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T08:32:10.700-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Tobias_Harris_NBA_player_tGwMomg94AAFiXYjH5vFThKq.webp","12","false","216580","11872856","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Fantasy Score","6"
"Ausar Thompson","NBA","Fantasy Score","Fantasy Score","31.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G-F","CLE","false",,"false","false","true","false","true","70","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T08:32:10.700-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Ausar_Thompson_NBA_player_7Obr7GoiKRNtF8Nj1LYUn3gX.webp","9","false","173789","11872861","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Fantasy Score","6"
"Duncan Robinson + James Harden","NBA","Points (Combo)","Points","30.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET/CLE","F","CLE/DET","false",,"false","false","true","false","true","75","Single Stat","2026-05-02T19:10:00.000-04:00","2026-05-05T13:14:30.895-04:00","true",,,"combo",,"true","Pistons/Cavaliers",,"https://static.prizepicks.com/images/players/CMBO_group_JUVtWxUSR767GdKqUCtrDXjj.webp","55 + 1","true","316546","11875700","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","19"
"Donovan Mitchell","NBA","Pts+Asts","Pts+Asts","29.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","84","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Donovan_Mitchell_NBA_player_0rXe2XnXarwUqJPvhfPBDUy2.webp","45","false","188006","11862265","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","10"
"Donovan Mitchell","NBA","Pts+Rebs","Pts+Rebs","29.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","89","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Donovan_Mitchell_NBA_player_0rXe2XnXarwUqJPvhfPBDUy2.webp","45","false","188006","11862523","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","18"
"Jarrett Allen","NBA","Fantasy Score","Fantasy Score","29.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","C","DET","false",,"false","false","true","false","true","92","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T08:32:10.700-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Jarrett_Allen_NBA_player_IBSK04adajN6nXaTEpotn53R.webp","31","false","26792","11872862","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Fantasy Score","6"
"Tobias Harris + Jarrett Allen","NBA","Points (Combo)","Points","29","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET/CLE","F","CLE/DET","false",,"false","false","true","false","true","93","Single Stat","2026-05-02T19:10:00.000-04:00","2026-05-04T21:41:19.786-04:00","true",,,"combo",,"true","Pistons/Cavaliers",,"https://static.prizepicks.com/images/players/CMBO_group_fmNS8NBKwMrakT8xDa7sIICY.webp","12 + 31","true","316533","11861752","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","19"
"Jalen Duren","NBA","Pts+Rebs+Asts","PRA","29","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","C","CLE",,,"false","false","true","false","true","94","Single Stat","2026-05-04T19:15:00.000-04:00","2026-05-05T13:10:38.323-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Jalen_Duren_NBA_player_BGtA2SxfIEpqaOA2zn9FJZhp.webp","0","false","87848","11862358","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1"
"Jalen Duren + Jarrett Allen","NBA","Points (Combo)","Points","28.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET/CLE","C","CLE/DET","false",,"false","false","true","false","true","95","Single Stat","2026-05-02T19:10:00.000-04:00","2026-05-05T13:26:10.502-04:00","true",,,"combo",,"true","Pistons/Cavaliers",,"https://static.prizepicks.com/images/players/CMBO_group_fi4HPhsB8NmHkOeH18wixNGC.webp","0 + 31","true","316532","11861751","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","19"
"Cade Cunningham","NBA","Points","Points","27.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G","CLE",,,"false","false","true","false","true","102","Single Stat","2026-05-04T19:15:00.000-04:00","2026-05-05T10:50:53.214-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp","2","false","59107","11861978","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","0"
"Evan Mobley","NBA","Pts+Rebs+Asts","PRA","27.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","C","DET",,,"false","false","true","false","true","103","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Evan_Mobley_NBA_player_V3d2qMMdbw05huQpocNNRwVe.webp","4","false","53979","11862053","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1"
"Duncan Robinson + Evan Mobley","NBA","Points (Combo)","Points","27","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET/CLE","F","CLE/DET","false",,"false","false","true","false","true","107","Single Stat","2026-05-02T19:10:00.000-04:00","2026-05-04T20:49:43.714-04:00","true",,,"combo",,"true","Pistons/Cavaliers",,"https://static.prizepicks.com/images/players/CMBO_group_eByneFyQm1SQR5QZ3HQVFHup.webp","55 + 4","true","316539","11861763","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","19"
"Jalen Duren","NBA","Pts+Rebs","Pts+Rebs","26.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","C","CLE",,,"false","false","true","false","true","108","Single Stat","2026-05-04T19:15:00.000-04:00","2026-05-05T08:07:49.396-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Jalen_Duren_NBA_player_BGtA2SxfIEpqaOA2zn9FJZhp.webp","0","false","87848","11862072","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","18"
"James Harden","NBA","Pts+Asts","Pts+Asts","26.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","109","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T10:29:47.968-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/manual/James Harden CLE.png","1","false","299373","11862093","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","10"
"Donovan Mitchell","NBA","Points","Points","25.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","113","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Donovan_Mitchell_NBA_player_0rXe2XnXarwUqJPvhfPBDUy2.webp","45","false","188006","11862004","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","0"
"Tobias Harris","NBA","Pts+Rebs+Asts","PRA","25.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","F","CLE",,,"false","false","true","false","true","114","Single Stat","2026-05-04T19:15:00.000-04:00","2026-05-05T14:28:49.245-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Tobias_Harris_NBA_player_tGwMomg94AAFiXYjH5vFThKq.webp","12","false","216580","11862360","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1"
"Evan Mobley","NBA","Pts+Rebs","Pts+Rebs","24.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","C","DET",,,"false","false","true","false","true","124","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Evan_Mobley_NBA_player_V3d2qMMdbw05huQpocNNRwVe.webp","4","false","53979","11862049","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","18"
"James Harden","NBA","Pts+Rebs","Pts+Rebs","23.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","140","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/manual/James Harden CLE.png","1","false","299373","11862097","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","18"
"Tobias Harris","NBA","Pts+Rebs","Pts+Rebs","23.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","F","CLE",,,"false","false","true","false","true","141","Single Stat","2026-05-04T19:15:00.000-04:00","2026-05-05T14:29:44.670-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Tobias_Harris_NBA_player_tGwMomg94AAFiXYjH5vFThKq.webp","12","false","216580","11862152","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","18"
"Jarrett Allen","NBA","Pts+Rebs+Asts","PRA","21.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","C","DET",,,"false","false","true","false","true","156","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Jarrett_Allen_NBA_player_IBSK04adajN6nXaTEpotn53R.webp","31","false","26792","11863275","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1"
"Cade Cunningham","NBA","FG Attempted","FG Attempted","21.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G","CLE",,,"false","false","true","false","true","158","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T12:50:15.196-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp","2","false","59107","11863612","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","12"
"Jarrett Allen","NBA","Pts+Rebs","Pts+Rebs","20","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","C","DET",,,"false","false","true","false","true","163","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Jarrett_Allen_NBA_player_IBSK04adajN6nXaTEpotn53R.webp","31","false","26792","11862120","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","18"
"Donovan Mitchell","NBA","FG Attempted","FG Attempted","20","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET","false",,"false","false","true","false","true","164","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Donovan_Mitchell_NBA_player_0rXe2XnXarwUqJPvhfPBDUy2.webp","45","false","188006","11886824","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","12"
"Ausar Thompson","NBA","Pts+Rebs+Asts","PRA","19.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G-F","CLE",,,"false","false","true","false","true","166","Single Stat","2026-05-04T19:15:00.000-04:00","2026-05-05T12:04:36.875-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Ausar_Thompson_NBA_player_7Obr7GoiKRNtF8Nj1LYUn3gX.webp","9","false","173789","11861959","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1"
"Jalen Duren + Evan Mobley","NBA","Rebounds (Combo)","Rebounds","19","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET/CLE","C","CLE/DET","false",,"false","false","true","false","true","189","Single Stat","2026-05-01T19:10:00.000-04:00","2026-05-04T14:44:45.357-04:00","true",,,"combo",,"true","Pistons/Cavaliers",,"https://static.prizepicks.com/images/players/CMBO_group_w6HvIEywbZHHcSmoxEsFgau4.webp","0 + 4","true","316535","11861766","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","10"
"James Harden","NBA","Points","Points","19","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","190","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/manual/James Harden CLE.png","1","false","299373","11862090","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","0"
"Duncan Robinson","NBA","Fantasy Score","Fantasy Score","19","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","F","CLE","false",,"false","false","true","false","true","191","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T08:41:58.415-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Duncan_Robinson_NBA_player_xpPTHBlF6nW6owrrx6sg4Hes.webp","55","false","272048","11886731","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Fantasy Score","6"
"Evan Mobley","NBA","Pts+Asts","Pts+Asts","18.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","C","DET",,,"false","false","true","false","true","192","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Evan_Mobley_NBA_player_V3d2qMMdbw05huQpocNNRwVe.webp","4","false","53979","11862045","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","10"
