"player_name","league","stat","stat_short","line","odds_tier","status","start_time","home_team","away_team","duration","player_team","player_position","description","adjusted_odds","flash_line","is_promo","is_live","is_live_scored","in_game","refundable","rank","projection_type","board_time","updated_at","hot","tv_channel","custom_image","event_type","end_time","today","player_team_name","player_market","player_image","player_jersey","player_combo","player_id","projection_id","league_id","game_start","game_end","game_status","game_is_live","home_team_name","home_team_market","home_team_color","away_team_name","away_team_market","away_team_color","projection_type_name","stat_rank"
"Max Strus","NBA","FG Made","FG Made","2.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G-F","DET","true",,"false","false","true","false","true","811","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Max_Strus_NBA_player_1w4QyUAxm1OzfHDFdDAodyRe.webp","2","false","173778","11863679","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","7"
"Max Strus","NBA","Personal Fouls","Personal Fouls","2.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G-F","DET",,,"false","false","true","false","true","812","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:53:46.519-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Max_Strus_NBA_player_1w4QyUAxm1OzfHDFdDAodyRe.webp","2","false","173778","11863682","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","30"
"Tobias Harris","NBA","Free Throws Made","FTM","2.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","F","CLE","true",,"false","false","true","false","true","814","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:43.408-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Tobias_Harris_NBA_player_tGwMomg94AAFiXYjH5vFThKq.webp","12","false","216580","11863708","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","11"
"Jaylon Tyson","NBA","Two Pointers Attempted","2-PT Att","2.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G-F","DET",,,"false","false","true","false","true","831","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:20.553-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Jaylon_Tyson_NBA_player_vLYgk6879JDBN7gQAsxXixXG.webp","20","false","226579","11867270","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1000"
"Isaiah Stewart","NBA","Two Pointers Attempted","2-PT Att","2.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","F-C","CLE",,,"false","false","true","false","true","834","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:20.553-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Isaiah_Stewart_NBA_player_vVK9YzYuWHcYN8tpyWcsbn5B.webp","28","false","25434","11867429","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1000"
"Tobias Harris","NBA","Personal Fouls","Personal Fouls","2.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","F","CLE",,,"false","false","true","false","true","851","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:53:46.519-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Tobias_Harris_NBA_player_tGwMomg94AAFiXYjH5vFThKq.webp","12","false","216580","11872354","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","30"
"Ausar Thompson","NBA","Offensive Rebounds","Offensive Rebounds","2.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G-F","CLE","false",,"false","false","true","false","true","865","Single Stat","2026-05-04T09:06:00.000-04:00","2026-05-05T09:47:10.638-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Ausar_Thompson_NBA_player_7Obr7GoiKRNtF8Nj1LYUn3gX.webp","9","false","173789","11888099","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","7"
"Dean Wade","NBA","FG Made","FG Made","1.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","F-C","DET",,,"false","false","true","false","true","899","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:31.272-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Dean_Wade_NBA_player_EhvdBRkE23hJZocoUd1EiCTz.webp","32","false","10740","11863620","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","7"
"Max Strus","NBA","Two Pointers Attempted","2-PT Att","1.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G-F","DET",,,"false","false","true","false","true","905","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:20.553-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Max_Strus_NBA_player_1w4QyUAxm1OzfHDFdDAodyRe.webp","2","false","173778","11863686","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1000"
"Daniss Jenkins","NBA","Free Throws Made","FTM","1.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G","CLE","true",,"false","false","true","false","true","928","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T14:35:41.502-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Daniss_Jenkins_NBA_player_gomI5shGs9qQrrpbBB8lXZ43.webp","24","false","279579","11867408","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","11"
"Sam Merrill","NBA","3-PT Made","3PTM","1.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET","true",,"false","false","true","false","true","936","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T08:07:56.678-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Sam_Merrill_NBA_player_2dFXT8dkmznuwBwNkkn0SZSv.webp","5","false","125464","11868069","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","4"
"Donovan Mitchell","NBA","Blks+Stls","Blks+Stls","1.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","943","Single Stat","2026-05-04T13:05:11.171-04:00","2026-05-04T13:57:50.684-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Donovan_Mitchell_NBA_player_0rXe2XnXarwUqJPvhfPBDUy2.webp","45","false","188006","11869596","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","31"
"Isaiah Stewart","NBA","Two Pointers Made","2-PT Made","1.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","F-C","CLE",,,"false","false","true","false","true","945","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:20.553-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Isaiah_Stewart_NBA_player_vVK9YzYuWHcYN8tpyWcsbn5B.webp","28","false","25434","11869599","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1001"
"Dennis Schröder","NBA","Free Throws Attempted","FTA","1.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","951","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T14:20:49.441-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/manual/DennisSchröder.png","8","false","298750","11870789","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","30"
"Ausar Thompson","NBA","Dunks","Dunks","1.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G-F","CLE","false",,"false","false","true","false","true","981","Single Stat","2026-04-26T18:32:00.000-04:00","2026-05-04T18:51:41.504-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Ausar_Thompson_NBA_player_7Obr7GoiKRNtF8Nj1LYUn3gX.webp","9","false","173789","11873613","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","18"
"Dean Wade","NBA","Two Pointers Made","2-PT Made","0.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","F-C","DET",,,"false","false","true","false","true","1010","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:20.553-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Dean_Wade_NBA_player_EhvdBRkE23hJZocoUd1EiCTz.webp","32","false","10740","11863626","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","1001"
"Isaiah Stewart","NBA","Free Throws Attempted","FTA","0.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","F-C","CLE",,,"false","false","true","false","true","1042","Single Stat","2026-05-04T11:53:00.000-04:00","2026-05-05T11:54:43.408-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Isaiah_Stewart_NBA_player_vVK9YzYuWHcYN8tpyWcsbn5B.webp","28","false","25434","11867424","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","30"
"Isaiah Stewart","NBA","Turnovers","Turnovers","0.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","F-C","CLE","false",,"false","false","true","false","true","1044","Single Stat","2026-05-04T10:58:56.382-04:00","2026-05-05T07:40:04.391-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Isaiah_Stewart_NBA_player_vVK9YzYuWHcYN8tpyWcsbn5B.webp","28","false","25434","11868290","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","33"
"Cade Cunningham","NBA","Double-Double","Double-Double","0.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G","CLE","false",,"false","false","true","false","true","1046","Single Stat","2026-04-26T19:10:00.000-04:00","2026-05-04T12:50:46.444-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp","2","false","59107","11868982","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","18"
"Jaylon Tyson","NBA","Blks+Stls","Blks+Stls","0.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G-F","DET",,,"false","false","true","false","true","1048","Single Stat","2026-05-04T13:05:14.497-04:00","2026-05-04T14:10:48.637-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Jaylon_Tyson_NBA_player_vLYgk6879JDBN7gQAsxXixXG.webp","20","false","226579","11869600","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","31"
"Sam Merrill","NBA","Blks+Stls","Blks+Stls","0.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET",,,"false","false","true","false","true","1052","Single Stat","2026-05-04T13:05:15.937-04:00","2026-05-04T13:37:47.148-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/players/NBA/Sam_Merrill_NBA_player_2dFXT8dkmznuwBwNkkn0SZSv.webp","5","false","125464","11869604","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","31"
"Dennis Schröder","NBA","3-PT Made","3PTM","0.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","CLE","G","DET","true",,"false","false","true","false","true","1055","Single Stat","2026-04-27T19:10:00.000-04:00","2026-05-05T14:36:27.201-04:00","true",,,"team",,"true","Cavaliers","Cleveland","https://static.prizepicks.com/images/manual/DennisSchröder.png","8","false","298750","11870784","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","4"
"Cade Cunningham","NBA","Offensive Rebounds","Offensive Rebounds","0.5","standard","pre_game","2026-05-05T19:10:00.000-04:00","DET","CLE","Full","DET","G","CLE","false",,"false","false","true","false","true","1096","Single Stat","2026-05-04T09:06:00.000-04:00","2026-05-05T09:39:50.201-04:00","true",,,"team",,"true","Pistons","Detroit","https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp","2","false","59107","11888100","7","2026-05-05T19:00:00.000-04:00",,"scheduled","false","Pistons","Detroit","C8102E","Cavaliers","Cleveland","FDBB30","Single Stat","7"
"Shai Gilgeous-Alexander","NBA","Fantasy Score","Fantasy Score","52","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL","false",,"false","false","true","false","true","1103","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T08:32:10.700-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp","2","false","188011","11834245","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Fantasy Score","6"
"Shai Gilgeous-Alexander","NBA","Pts+Rebs+Asts","PRA","43.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1112","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T11:52:57.117-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp","2","false","188011","11832726","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","1"
"LeBron James","NBA","Fantasy Score","Fantasy Score","40.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC","false",,"false","false","true","false","true","1119","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T08:32:10.700-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11834244","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Fantasy Score","6"
"Shai Gilgeous-Alexander","NBA","Pts+Asts","Pts+Asts","38.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1128","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T14:35:19.340-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp","2","false","188011","11832724","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","10"
"Chet Holmgren + LeBron James","NBA","Points (Combo)","Points","37","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC/LAL","C-F","LAL/OKC","false",,"false","false","true","false","true","1130","Single Stat","2026-05-01T20:00:00.000-04:00","2026-05-04T20:10:29.945-04:00","true",,,"combo",,"true","Thunder/Lakers",,"https://static.prizepicks.com/images/players/CMBO_group_1mz3ZJGlX3cLfJLw9jRNlbQ0.webp","7 + 23","true","311545","11843695","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","19"
"Chet Holmgren","NBA","Fantasy Score","Fantasy Score","36.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","C-F","LAL","false",,"false","false","true","false","true","1132","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T12:58:21.812-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Chet_Holmgren_NBA_player_vJ4nqK6iuXIrNmp4iJ5ZwfEC.webp","7","false","93905","11834239","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Fantasy Score","6"
"Ajay Mitchell + Austin Reaves","NBA","Points (Combo)","Points","36.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC/LAL","G","LAL/OKC","false",,"false","false","true","false","true","1133","Single Stat","2026-05-01T20:00:00.000-04:00","2026-05-04T21:26:13.671-04:00","true",,,"combo",,"true","Thunder/Lakers",,"https://static.prizepicks.com/images/players/CMBO_group_vqMRGzy2WyZ6NfkYzn0sQVK7.webp","25 + 15","true","311548","11843681","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","19"
"Chet Holmgren + Austin Reaves","NBA","Points (Combo)","Points","36.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC/LAL","C-F","LAL/OKC","false",,"false","false","true","false","true","1134","Single Stat","2026-05-01T20:00:00.000-04:00","2026-05-05T14:06:54.317-04:00","true",,,"combo",,"true","Thunder/Lakers",,"https://static.prizepicks.com/images/players/CMBO_group_qhQvMpAAhr6FgYDH21FVrvNq.webp","7 + 15","true","311542","11843684","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","19"
"Ajay Mitchell + LeBron James","NBA","Points (Combo)","Points","36","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC/LAL","G","LAL/OKC","false",,"false","false","true","false","true","1135","Single Stat","2026-05-01T20:00:00.000-04:00","2026-05-04T15:08:23.244-04:00","true",,,"combo",,"true","Thunder/Lakers",,"https://static.prizepicks.com/images/players/CMBO_group_juJ2Qh1nx9eEWb2CSB0b420M.webp","25 + 23","true","311543","11843696","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","19"
"Shai Gilgeous-Alexander","NBA","Pts+Rebs","Pts+Rebs","35.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1137","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:03.256-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp","2","false","188011","11832725","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","18"
"LeBron James","NBA","Pts+Rebs+Asts","PRA","35","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC",,,"false","false","true","false","true","1139","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:11.933-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11832697","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","1"
"Austin Reaves","NBA","Fantasy Score","Fantasy Score","33.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC","false",,"false","false","true","false","true","1155","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T12:23:13.489-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp","15","false","55934","11834237","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Fantasy Score","6"
"Shai Gilgeous-Alexander","NBA","Points","Points","31.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL",,,"false","false","true","false","true","1159","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:03.256-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp","2","false","188011","11847181","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","0"
"Austin Reaves","NBA","Pts+Rebs+Asts","PRA","29.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","G","OKC",,,"false","false","true","false","true","1168","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T12:22:59.626-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp","15","false","55934","11832820","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","1"
"Chet Holmgren + Rui Hachimura","NBA","Points (Combo)","Points","29.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC/LAL","C-F","LAL/OKC","false",,"false","false","true","false","true","1175","Single Stat","2026-05-01T20:00:00.000-04:00","2026-05-05T08:20:36.822-04:00","true",,,"combo",,"true","Thunder/Lakers",,"https://static.prizepicks.com/images/players/CMBO_group_JWZkg2l5vU1EGUpFwEKzX6hF.webp","7 + 28","true","316412","11843685","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","19"
"LeBron James","NBA","Pts+Asts","Pts+Asts","28.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC",,,"false","false","true","false","true","1182","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:11.933-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11832695","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","10"
"Ajay Mitchell","NBA","Fantasy Score","Fantasy Score","28.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","G","LAL","false",,"false","false","true","false","true","1183","Fantasy Score","2026-05-04T08:15:00.000-04:00","2026-05-05T08:32:10.700-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Ajay_Mitchell_NBA_player_vJGrrqtDRCIpNNrHobZ0VENR.webp","25","false","272369","11872924","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Fantasy Score","6"
"Ajay Mitchell + Rui Hachimura","NBA","Points (Combo)","Points","28","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC/LAL","G","LAL/OKC","false",,"false","false","true","false","true","1185","Single Stat","2026-05-01T20:00:00.000-04:00","2026-05-04T19:38:32.477-04:00","true",,,"combo",,"true","Thunder/Lakers",,"https://static.prizepicks.com/images/players/CMBO_group_cGAwC5dkPCviXbgWGWShC6dg.webp","25 + 28","true","316411","11843660","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","19"
"Chet Holmgren","NBA","Pts+Rebs+Asts","PRA","27.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC","C-F","LAL",,,"false","false","true","false","true","1187","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T14:01:40.144-04:00","true",,,"team",,"true","Thunder","Oklahoma City","https://static.prizepicks.com/images/players/NBA/Chet_Holmgren_NBA_player_vJ4nqK6iuXIrNmp4iJ5ZwfEC.webp","7","false","93905","11832672","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","1"
"LeBron James","NBA","Pts+Rebs","Pts+Rebs","27.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","LAL","F","OKC",,,"false","false","true","false","true","1188","Single Stat","2026-04-27T12:08:00.000-04:00","2026-05-05T08:08:11.933-04:00","true",,,"team",,"true","Lakers","Los Angeles","https://static.prizepicks.com/images/players/nba/LeBron_James_0afbe608-940a-4d5d-a1f7-468718c67d91.webp","23","false","188012","11832696","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","18"
"Chet Holmgren + Marcus Smart","NBA","Points (Combo)","Points","26.5","standard","pre_game","2026-05-05T20:40:00.000-04:00","OKC","LAL","Full","OKC/LAL","C-F","LAL/OKC","false",,"false","false","true","false","true","1194","Single Stat","2026-05-01T20:00:00.000-04:00","2026-05-05T14:09:59.469-04:00","true",,,"combo",,"true","Thunder/Lakers",,"https://static.prizepicks.com/images/players/CMBO_group_lOrbZDUHt05mKnIslK1av3GU.webp","7 + 36","true","316413","11843686","7","2026-05-05T20:30:00.000-04:00",,"scheduled","false","Thunder","Oklahoma City","EF3B24","Lakers","Los Angeles","FDB927","Single Stat","19"
